crop_id,crop_filename,original_file_name,total_gt,total_predictions,fp_count,fn_count,error_type,error_idx,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,confidence,best_iou
20,PMC1436013_5_table0.jpg,PMC1436013_5.jpg,51,51,5,5,FN,3,3,table row,15.340000000000003,372.8,617.45,12.95,,
20,PMC1436013_5_table0.jpg,PMC1436013_5.jpg,51,51,5,5,FN,4,3,table row,15.340000000000003,458.37,617.45,12.91,,
21,PMC1459861_3_table0.jpg,PMC1459861_3.jpg,60,60,1,1,FP,0,3,table row,14.238849639892578,445.8008728027344,607.99853515625,13.1126708984375,0.7815065979957581,0.0
21,PMC1459861_3_table0.jpg,PMC1459861_3.jpg,60,60,1,1,FN,0,3,table row,15.340000000000003,300.86,608.08,12.98,,
22,PMC1464119_4_table0.jpg,PMC1464119_4.jpg,55,54,1,2,FP,0,3,table row,14.184053421020508,396.583251953125,626.2316284179688,12.878631591796875,0.7715597152709961,0.43907431451004525
22,PMC1464119_4_table0.jpg,PMC1464119_4.jpg,55,54,1,2,FN,0,3,table row,15.340000000000003,401.57000000000005,625.72,12.95,,
22,PMC1464119_4_table0.jpg,PMC1464119_4.jpg,55,54,1,2,FN,1,3,table row,15.340000000000003,434.96000000000004,625.72,28.2,,
25,PMC1484481_7_table0.jpg,PMC1484481_7.jpg,32,34,2,0,FP,0,4,table column header,14.366994857788086,14.636664390563965,619.2219848632812,23.780471801757812,0.9296339750289917,0.0
25,PMC1484481_7_table0.jpg,PMC1484481_7.jpg,32,34,2,0,FP,1,5,table projected row header,14.358478546142578,231.07847595214844,619.1000366210938,12.916854858398438,0.8239598870277405,0.0
27,PMC1533842_13_table0.jpg,PMC1533842_13.jpg,55,54,2,3,FP,0,6,table spanning cell,374.1507873535156,153.34335327148438,250.11300659179688,13.239654541015625,0.7491701245307922,0.0
27,PMC1533842_13_table0.jpg,PMC1533842_13.jpg,55,54,2,3,FP,1,6,table spanning cell,96.96119689941406,134.25074768066406,259.7713623046875,16.746917724609375,0.7348030805587769,0.48390593587533276
27,PMC1533842_13_table0.jpg,PMC1533842_13.jpg,55,54,2,3,FN,0,6,table spanning cell,64.13,46.71000000000001,291.78,20.43,,
27,PMC1533842_13_table0.jpg,PMC1533842_13.jpg,55,54,2,3,FN,1,6,table spanning cell,64.13,138.42000000000002,291.78,19.32,,
27,PMC1533842_13_table0.jpg,PMC1533842_13.jpg,55,54,2,3,FN,2,6,table spanning cell,64.13,229.01999999999998,291.78,19.33,,
41,PMC1779425_2_table0.jpg,PMC1779425_2.jpg,19,24,5,0,FP,0,6,table spanning cell,282.4497985839844,13.751577377319336,116.07205200195312,39.34996032714844,0.8555346727371216,0.15490098971036673
41,PMC1779425_2_table0.jpg,PMC1779425_2.jpg,19,24,5,0,FP,1,6,table spanning cell,398.8594055175781,13.576192855834961,116.29806518554688,39.27802276611328,0.8108536601066589,0.0
41,PMC1779425_2_table0.jpg,PMC1779425_2.jpg,19,24,5,0,FP,2,6,table spanning cell,515.925048828125,13.606481552124023,83.50323486328125,39.073158264160156,0.8061772584915161,0.0
41,PMC1779425_2_table0.jpg,PMC1779425_2.jpg,19,24,5,0,FP,3,6,table spanning cell,174.47756958007812,13.729330062866211,107.31222534179688,39.249664306640625,0.8019934296607971,0.0
41,PMC1779425_2_table0.jpg,PMC1779425_2.jpg,19,24,5,0,FP,4,6,table spanning cell,14.273348808288574,13.488090515136719,160.17225646972656,39.3012580871582,0.6714091897010803,0.0
44,PMC1781078_2_table0.jpg,PMC1781078_2.jpg,15,14,1,2,FP,0,2,table column,378.14093017578125,13.724898338317871,103.11248779296875,133.51351928710938,0.9890206456184387,0.2179884912039444
44,PMC1781078_2_table0.jpg,PMC1781078_2.jpg,15,14,1,2,FN,0,6,table spanning cell,213.89999999999998,15.090000000000003,341.84,58.76,,
44,PMC1781078_2_table0.jpg,PMC1781078_2.jpg,15,14,1,2,FN,1,6,table spanning cell,213.89999999999998,135.44,341.84,12.4,,
56,PMC1866490_2_table2.jpg,PMC1866490_2.jpg,13,14,1,0,FP,0,4,table column header,13.918488502502441,13.691718101501465,614.5797729492188,20.204448699951172,0.9981786012649536,0.0
57,PMC1871605_6_table0.jpg,PMC1871605_6.jpg,52,52,1,1,FP,0,6,table spanning cell,360.0614929199219,223.19688415527344,109.5887451171875,15.571823120117188,0.6744978427886963,0.0
57,PMC1871605_6_table0.jpg,PMC1871605_6.jpg,52,52,1,1,FN,0,3,table row,15.900000000000006,182.76,558.54,20.49,,
79,PMC2206008_3_table0.jpg,PMC2206008_3.jpg,32,28,0,4,FN,0,6,table spanning cell,101.09,64.08000000000001,46.11,20.58,,
79,PMC2206008_3_table0.jpg,PMC2206008_3.jpg,32,28,0,4,FN,1,6,table spanning cell,101.09,84.66,46.11,12.83,,
79,PMC2206008_3_table0.jpg,PMC2206008_3.jpg,32,28,0,4,FN,2,6,table spanning cell,101.09,97.49000000000001,46.11,13.04,,
79,PMC2206008_3_table0.jpg,PMC2206008_3.jpg,32,28,0,4,FN,3,6,table spanning cell,101.09,110.53,46.11,12.87,,
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,0,6,table spanning cell,338.53021240234375,12.490046501159668,84.85455322265625,44.4746208190918,0.9844139814376831,0.2300907827476505
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,1,6,table spanning cell,183.90521240234375,12.688727378845215,69.34341430664062,43.7118034362793,0.9708158373832703,0.21990138772464374
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,2,3,table row,14.493738174438477,573.9530029296875,583.5104370117188,15.80889892578125,0.9521283507347107,0.44594774098332157
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,3,3,table row,14.651490211486816,507.522216796875,582.8834228515625,16.63018798828125,0.9491055607795715,0.41501539558740264
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,4,3,table row,14.876142501831055,538.9652099609375,583.0921020507812,17.01068115234375,0.9378639459609985,0.4114714303693751
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,5,6,table spanning cell,421.72357177734375,12.501218795776367,94.82354736328125,43.847206115722656,0.9285566806793213,0.24529476735553415
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,6,3,table row,14.172615051269531,495.0545349121094,583.0770263671875,16.2911376953125,0.8562445044517517,0.4548220836948795
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,7,3,table row,14.593318939208984,396.3349914550781,582.8369140625,15.918609619140625,0.8505935668945312,0.49253914089774126
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,8,3,table row,14.321657180786133,383.6319885253906,583.3970947265625,15.87896728515625,0.8269014954566956,0.36357534039098566
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,9,6,table spanning cell,263.8292541503906,12.264182090759277,79.1904296875,44.990394592285156,0.8184727430343628,0.0
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,10,3,table row,14.559557914733887,461.00933837890625,583.3030395507812,15.6707763671875,0.7810250520706177,0.38737920543487897
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FP,11,3,table row,14.965677261352539,321.2484130859375,582.6737670898438,15.67938232421875,0.6814509630203247,0.0
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FN,0,3,table row,15.980000000000004,391.05,583.15,15.77,,
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FN,1,3,table row,15.980000000000004,501.29999999999995,583.15,15.74,,
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FN,2,3,table row,15.980000000000004,532.77,583.15,15.77,,
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FN,3,3,table row,15.980000000000004,564.28,583.15,15.73,,
87,PMC2265544_2_table0.jpg,PMC2265544_2.jpg,62,69,12,5,FN,4,3,table row,15.980000000000004,580.01,583.15,15.74,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,0,6,table spanning cell,15.340000000000003,15.67999999999995,150.49,33.11,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,1,6,table spanning cell,165.83,15.67999999999995,86.86,33.11,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,2,6,table spanning cell,252.69,15.67999999999995,82.59,33.11,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,3,6,table spanning cell,335.28,15.67999999999995,68.72,33.11,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,4,6,table spanning cell,404.0,15.67999999999995,82.26,33.11,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,5,6,table spanning cell,486.26,15.67999999999995,67.42,33.11,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,6,6,table spanning cell,553.68,15.67999999999995,70.06,33.11,,
93,PMC2277383_3_table1.jpg,PMC2277383_3.jpg,23,15,0,8,FN,7,3,table row,15.340000000000003,15.67999999999995,608.4,12.49,,
94,PMC2292719_6_table0.jpg,PMC2292719_6.jpg,41,41,1,1,FP,0,5,table projected row header,14.010053634643555,239.60479736328125,618.959716796875,12.773544311523438,0.7638184428215027,0.018342911342016766
94,PMC2292719_6_table0.jpg,PMC2292719_6.jpg,41,41,1,1,FN,0,3,table row,15.340000000000003,227.06,618.37,13.01,,
97,PMC2323003_1_table0.jpg,PMC2323003_1.jpg,41,41,2,2,FP,0,6,table spanning cell,402.12152099609375,12.965375900268555,42.05816650390625,73.55496978759766,0.9929285645484924,0.3631762761555099
97,PMC2323003_1_table0.jpg,PMC2323003_1.jpg,41,41,2,2,FP,1,6,table spanning cell,465.9544372558594,13.037627220153809,44.97998046875,74.63044738769531,0.8528435230255127,0.0
97,PMC2323003_1_table0.jpg,PMC2323003_1.jpg,41,41,2,2,FN,0,6,table spanning cell,382.07,15.120000000000005,43.57,73.66,,
97,PMC2323003_1_table0.jpg,PMC2323003_1.jpg,41,41,2,2,FN,1,3,table row,15.870000000000005,156.5,617.16,20.23,,
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FP,0,6,table spanning cell,285.78271484375,14.082850456237793,170.23291015625,20.948062896728516,0.919941782951355,0.45183482078931303
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FN,0,6,table spanning cell,286.31,15.580000000000013,166.02,41.02,,
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FN,1,6,table spanning cell,15.340000000000003,108.34,270.97,38.82,,
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FN,2,6,table spanning cell,286.31,127.68,166.02,19.48,,
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FN,3,6,table spanning cell,15.340000000000003,198.95,270.97,38.78,,
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FN,4,6,table spanning cell,286.31,218.25,166.02,19.48,,
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FN,5,6,table spanning cell,15.340000000000003,289.06,270.97,39.28,,
100,PMC2359748_6_table0.jpg,PMC2359748_6.jpg,41,35,1,7,FN,6,6,table spanning cell,286.31,308.85,166.02,19.49,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,0,3,table row,14.210823059082031,603.9453125,619.988525390625,13.2125244140625,0.9962102174758911,0.36964114385872177
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,1,3,table row,14.451456069946289,590.2789916992188,619.5033569335938,13.31927490234375,0.9918879866600037,0.4199162432568552
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,2,4,table column header,14.18331527709961,13.877833366394043,620.263427734375,47.97085952758789,0.9892210364341736,0.4195136352128056
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,3,3,table row,14.338229179382324,617.459228515625,619.9163208007812,14.9661865234375,0.9884545803070068,0.30219266002292733
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,4,5,table projected row header,14.205883026123047,635.77001953125,621.1200561523438,23.50860595703125,0.9862710237503052,0.41618891323653345
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,5,2,table column,162.5518798828125,14.09555435180664,66.7030029296875,723.24072265625,0.9759952425956726,0.444223020621617
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,6,3,table row,14.038591384887695,246.1885986328125,621.0997314453125,17.26025390625,0.9755378365516663,0.34022346440560897
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,7,3,table row,14.48556900024414,220.4358367919922,619.8493041992188,16.593124389648438,0.9696533679962158,0.43492996701587455
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,8,3,table row,13.969222068786621,266.4549255371094,620.70263671875,27.06890869140625,0.9635698795318604,0.1906627285691947
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,9,3,table row,14.312135696411133,632.9534301757812,620.3086547851562,23.79949951171875,0.961048424243927,0.4748155507325001
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,10,3,table row,14.699334144592285,576.4573974609375,620.376220703125,13.2059326171875,0.9282315969467163,0.49364590012618736
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,11,5,table projected row header,14.105655670166016,213.728271484375,620.8054809570312,19.944839477539062,0.8849389553070068,0.20535308447666123
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,12,3,table row,13.786025047302246,369.5468444824219,620.66845703125,13.277435302734375,0.8820919394493103,0.4332015774729149
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,13,6,table spanning cell,147.30665588378906,13.891679763793945,132.6985626220703,20.287641525268555,0.8295469880104065,0.19001303843873743
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,14,6,table spanning cell,584.0237426757812,13.818597793579102,50.771484375,48.537109375,0.8186684846878052,0.07346526783485578
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,15,3,table row,14.202958106994629,394.1400451660156,620.2116088867188,13.911895751953125,0.8051084876060486,0.3731505578082039
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FP,16,3,table row,13.992971420288086,408.9349670410156,620.4617919921875,16.990264892578125,0.7859349846839905,0.41663383572647433
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,0,5,table projected row header,15.340000000000003,228.06,619.69,12.96,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,1,5,table projected row header,15.340000000000003,533.33,619.69,12.91,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,2,5,table projected row header,15.340000000000003,648.56,619.69,12.91,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,3,3,table row,15.340000000000003,15.900000000000006,619.69,20.17,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,4,3,table row,15.340000000000003,228.06,619.69,12.96,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,5,3,table row,15.340000000000003,253.97000000000003,619.69,20.04,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,6,3,table row,15.340000000000003,323.1,619.69,12.92,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,7,3,table row,15.340000000000003,361.93,619.69,12.95,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,8,3,table row,15.340000000000003,400.75,619.69,12.92,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,9,3,table row,15.340000000000003,413.66999999999996,619.69,24.62,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,10,3,table row,15.340000000000003,438.28999999999996,619.69,12.96,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,11,3,table row,15.340000000000003,533.33,619.69,12.91,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,12,3,table row,15.340000000000003,572.15,619.69,12.96,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,13,3,table row,15.340000000000003,585.11,619.69,12.95,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,14,3,table row,15.340000000000003,598.06,619.69,12.96,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,15,3,table row,15.340000000000003,611.02,619.69,12.92,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,16,3,table row,15.340000000000003,623.94,619.69,24.62,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,17,3,table row,15.340000000000003,648.56,619.69,12.91,,
111,PMC2442064_8_table0.jpg,PMC2442064_8.jpg,68,66,17,19,FN,18,2,table column,272.71,15.900000000000006,68.16,722.77,,
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FP,0,6,table spanning cell,14.203804969787598,293.8240966796875,44.25235366821289,41.137359619140625,0.9428936243057251,0.12355990127280986
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FP,1,6,table spanning cell,14.321269035339355,213.47108459472656,43.677101135253906,40.70008850097656,0.933669924736023,0.11585652503490933
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FP,2,6,table spanning cell,14.096776962280273,374.2874755859375,44.40228271484375,43.31146240234375,0.8936433792114258,0.13933104936549467
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FP,3,6,table spanning cell,14.043306350708008,134.2084197998047,43.908287048339844,42.61500549316406,0.7772068381309509,0.13274775605154054
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FN,0,3,table row,15.45999999999998,157.05,258.08,20.53,,
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FN,1,3,table row,15.45999999999998,236.89999999999998,258.08,20.53,,
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FN,2,3,table row,15.45999999999998,316.78,258.08,20.49,,
130,PMC2645373_5_table0.jpg,PMC2645373_5.jpg,43,43,4,4,FN,3,3,table row,15.45999999999998,396.66999999999996,258.08,20.49,,
133,PMC2669045_7_table0.jpg,PMC2669045_7.jpg,45,44,0,1,FN,0,6,table spanning cell,15.340000000000003,241.81,208.46,52.88,,
134,PMC2673582_4_table0.jpg,PMC2673582_4.jpg,33,34,1,0,FP,0,6,table spanning cell,383.6089782714844,13.276206970214844,232.55172729492188,12.720706939697266,0.7725688815116882,0.0
135,PMC2679018_5_table0.jpg,PMC2679018_5.jpg,29,28,1,2,FP,0,6,table spanning cell,15.301100730895996,93.69044494628906,128.86520385742188,62.141632080078125,0.8242224454879761,0.1525559645341486
135,PMC2679018_5_table0.jpg,PMC2679018_5.jpg,29,28,1,2,FN,0,6,table spanning cell,15.920000000000002,158.46000000000004,262.07,27.61,,
135,PMC2679018_5_table0.jpg,PMC2679018_5.jpg,29,28,1,2,FN,1,6,table spanning cell,277.99,158.46000000000004,162.57,27.61,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,0,3,table row,14.727499961853027,432.6004638671875,278.7261657714844,16.09991455078125,0.9411199688911438,0.37560239317818783
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,1,3,table row,14.783987045288086,418.3562927246094,278.35516357421875,16.28875732421875,0.8919565677642822,0.47846536160182945
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,2,3,table row,15.29632568359375,320.8799743652344,277.6184387207031,15.925323486328125,0.8289579153060913,0.38742990451438647
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,3,3,table row,15.596001625061035,399.3150329589844,276.6393737792969,15.7608642578125,0.8090406656265259,0.4075715188959002
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,4,3,table row,14.547097206115723,289.0203857421875,278.8131408691406,16.043182373046875,0.7569934725761414,0.0
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,5,3,table row,14.570597648620605,336.44573974609375,278.8277893066406,15.663177490234375,0.7284702062606812,0.4030100003547351
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,6,3,table row,14.627702713012695,351.89794921875,278.75762939453125,15.688720703125,0.7239673733711243,0.4203255982075553
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,7,3,table row,14.7059965133667,367.899169921875,278.7397155761719,15.62493896484375,0.7069862484931946,0.406262717268513
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FP,8,3,table row,14.696576118469238,383.4567565917969,278.6913146972656,15.592559814453125,0.7007195949554443,0.4189157947044359
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,0,3,table row,15.920000000000016,313.99,278.21,15.77,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,1,3,table row,15.920000000000016,329.76,278.21,15.74,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,2,3,table row,15.920000000000016,345.5,278.21,15.73,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,3,3,table row,15.920000000000016,361.23,278.21,15.77,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,4,3,table row,15.920000000000016,377.0,278.21,15.74,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,5,3,table row,15.920000000000016,392.74,278.21,15.73,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,6,3,table row,15.920000000000016,408.47,278.21,15.77,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,7,3,table row,15.920000000000016,424.24,278.21,15.74,,
137,PMC2680029_3_table0.jpg,PMC2680029_3.jpg,49,49,9,9,FN,8,3,table row,15.920000000000016,439.98,278.21,15.73,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FP,0,6,table spanning cell,46.0886116027832,13.818954467773438,307.6611633300781,41.375003814697266,0.9506288766860962,0.3961574699738205
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FP,1,6,table spanning cell,12.994906425476074,484.3810729980469,28.76667022705078,81.73257446289062,0.9290305376052856,0.07538569972385466
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FP,2,6,table spanning cell,13.201595306396484,232.89590454101562,29.339832305908203,78.11566162109375,0.91043621301651,0.07821122183613312
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FP,3,6,table spanning cell,55.03884506225586,278.5169982910156,225.87637329101562,28.191680908203125,0.7032349109649658,0.442883071401591
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FP,4,6,table spanning cell,15.981151580810547,522.6478881835938,357.0361633300781,27.39813232421875,0.6834048628807068,0.41846292899842624
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,0,6,table spanning cell,15.170000000000002,15.090000000000003,295.69,19.97,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,1,6,table spanning cell,44.790000000000006,35.06,266.07,28.11,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,2,6,table spanning cell,310.86,35.06,48.81,56.18,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,3,6,table spanning cell,359.67,35.06,246.82,28.11,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,4,6,table spanning cell,15.170000000000002,259.84,295.69,28.07,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,5,6,table spanning cell,44.790000000000006,287.91,266.07,28.06,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,6,6,table spanning cell,359.67,287.91,246.82,28.06,,
138,PMC2682797_8_table0.jpg,PMC2682797_8.jpg,52,49,5,8,FN,7,6,table spanning cell,15.170000000000002,512.64,295.69,28.11,,
150,PMC2709479_2_table0.jpg,PMC2709479_2.jpg,7,17,11,1,FP,0,3,table row,14.665792465209961,126.70639038085938,626.3134155273438,56.08636474609375,0.9672715067863464,0.19414711379512736
